order_id,seller_id,buyer_id,kodepos,subtotal,discount,total,created_at,paid_at,delivery_at
109423,43,15598,69705,1440000,216000,1224000,2019-11-20,2019-11-29,
109560,66,16305,12833,1475000,0,1475000,2019-12-03,2019-12-13,
109679,36,13777,55584,3797000,0,3797000,2020-05-30,2020-06-13,
109754,30,7713,21573,1085000,0,1085000,2019-10-22,2019-10-23,
109937,14,7,57253,3050000,0,3050000,2020-04-28,2020-05-04,
110052,38,1363,82761,76000,0,76000,2019-11-26,2019-12-04,
110146,31,14349,46047,18000,0,18000,2019-12-09,2019-12-20,
110240,57,4318,49263,2728000,0,2728000,2019-07-31,2019-08-01,
110444,65,13189,16636,2643000,0,2643000,2020-05-29,2020-05-31,
110767,14,210,5763,2724000,0,2724000,2019-07-06,2019-07-07,
110855,41,11693,33408,468000,0,468000,2019-08-08,2019-08-10,
111140,19,1916,62636,156000,0,156000,2020-04-25,2020-04-29,
111217,53,2359,84368,2772000,0,2772000,2020-03-22,2020-03-25,
111428,37,7139,92150,48000,7200,40800,2019-09-16,2019-09-19,
111450,20,11973,49625,90000,0,90000,2019-11-14,2019-11-18,
111681,24,14128,80906,712000,142400,569600,2020-01-14,2020-01-15,
112097,42,4101,82206,238000,0,238000,2019-11-27,2019-12-07,
112124,17,11522,80680,1428000,0,1428000,2019-12-05,2019-12-08,
112629,46,1166,53864,1119000,0,1119000,2019-10-18,2019-10-19,
112631,5,4352,86124,2831000,0,2831000,2019-12-08,2019-12-19,
112732,4,14122,9740,3007000,0,3007000,2020-04-27,2020-05-02,
112834,22,8235,48520,780000,0,780000,2020-04-09,2020-04-20,
112851,26,2777,74587,2748000,0,2748000,2019-12-10,2019-12-13,
112969,22,2879,96093,3655000,0,3655000,2020-05-18,2020-05-31,
113075,45,13301,97226,6034000,0,6034000,2020-04-30,2020-05-14,
113104,5,12663,70192,189000,0,189000,2020-03-28,2020-03-29,
113123,16,16770,53334,4875000,0,4875000,2019-11-18,2019-11-28,
113174,36,9608,47205,122000,0,122000,2019-06-14,2019-06-18,
113192,9,4727,25490,401000,0,401000,2020-05-12,2020-05-22,
113345,7,5459,64832,726000,0,726000,2020-02-16,2020-02-21,
113642,36,12063,99586,1368000,0,1368000,2019-09-30,2019-10-04,
113649,13,5606,12083,3551000,0,3551000,2020-02-17,2020-02-19,
113656,42,5741,63885,5600000,0,5600000,2019-09-03,2019-09-16,
113726,28,17918,69443,100000,0,100000,2020-02-10,2020-02-17,
113748,44,2112,9047,1081000,0,1081000,2020-02-23,2020-03-04,
113760,23,2709,15580,5777000,161000,5616000,2020-05-29,2020-05-30,
113765,33,6823,9905,2348000,0,2348000,2020-03-05,2020-03-08,
113819,20,1908,86935,183000,0,183000,2020-04-12,2020-04-22,
114166,41,14252,8286,152000,0,152000,2020-02-25,2020-03-04,
114958,62,13998,92853,7298000,0,7298000,2020-03-18,2020-03-31,
115023,61,16929,96062,384000,76800,307200,2020-02-11,2020-02-21,
115029,22,9309,74729,162000,0,162000,2020-01-07,2020-01-17,
115085,21,15207,81432,300000,0,300000,2019-08-31,2019-09-06,
115158,8,7629,73087,2160000,0,2160000,2019-12-22,2020-01-01,
115288,63,17229,11067,3780000,0,3780000,2020-04-17,2020-04-19,
115298,8,14009,6634,840000,0,840000,2019-05-14,2019-05-17,
115345,46,6052,29203,1128000,0,1128000,2019-11-21,2019-11-26,
115374,23,14849,58378,210000,0,210000,2020-03-20,2020-04-02,
115408,8,12730,18809,1314000,0,1314000,2020-01-24,2020-02-05,
115499,21,12928,26068,1860000,0,1860000,2020-04-01,2020-04-02,
115534,51,14241,25305,2781000,0,2781000,2020-04-19,2020-04-28,
115689,24,4589,82292,2808000,0,2808000,2020-02-15,2020-02-17,
115784,44,3321,47005,644000,0,644000,2020-03-15,2020-03-21,
116494,17,15004,85685,5760000,0,5760000,2019-10-05,2019-10-16,
116630,2,10231,28995,2154000,0,2154000,2020-02-01,2020-02-12,
116679,65,6040,75296,65000,0,65000,2019-11-22,2019-11-27,
116824,18,2601,5197,905000,0,905000,2019-12-23,2020-01-01,
116871,20,13076,36611,6364000,126750,6237250,2020-04-26,2020-05-03,
117007,9,5871,11550,840000,0,840000,2020-01-29,2020-02-09,
117011,57,369,63044,5012000,0,5012000,2019-11-13,2019-11-23,
117342,19,15905,6808,696000,0,696000,2020-03-09,2020-03-12,
117413,60,15774,7288,63000,0,63000,2019-12-09,2019-12-19,
117595,46,16316,7724,294000,0,294000,2019-03-17,2019-03-20,
117702,57,8560,97653,6885000,574200,6310800,2020-04-30,2020-05-06,
118061,23,13469,82912,1537000,0,1537000,2020-03-30,2020-04-08,
118101,21,7114,40357,11335000,0,11335000,2020-04-28,2020-05-03,
118140,31,12805,63464,4272000,0,4272000,2020-04-06,2020-04-19,
118187,44,9271,19443,3962000,0,3962000,2019-12-23,2019-12-29,
118525,32,16007,20749,390000,0,390000,2019-09-26,2019-10-05,
118661,15,6786,32039,2743000,0,2743000,2020-05-22,2020-05-25,
118828,45,6621,60767,1845000,0,1845000,2020-05-15,2020-05-24,
119040,14,8301,4840,2240000,0,2240000,2019-12-29,2020-01-01,
119256,42,11972,83998,1216000,0,1216000,2019-06-01,2019-06-05,
119455,30,17006,92358,1348000,0,1348000,2020-02-27,2020-03-01,
119752,19,2721,86646,186000,0,186000,2019-08-24,2019-09-06,
119878,11,2925,94945,808000,0,808000,2020-03-30,2020-04-04,
119899,63,2226,88106,18000,0,18000,2019-11-25,2019-12-06,
119974,11,897,18898,187000,0,187000,2020-04-11,2020-04-14,
120006,49,3904,67313,8886000,0,8886000,2020-03-06,2020-03-10,
120064,55,1449,79732,393000,0,393000,2020-05-17,2020-05-21,
120066,52,7641,25985,1176000,0,1176000,2019-11-23,2019-12-03,
120075,2,9940,11260,111000,0,111000,2019-07-01,2019-07-10,
120106,4,3112,52114,12800000,2560000,10240000,2019-10-25,2019-11-01,
120251,62,14839,90362,3884000,0,3884000,2020-05-25,2020-05-27,
120273,34,6612,32772,1560000,360000,1200000,2020-01-15,2020-01-28,
120393,21,1262,76560,30000,0,30000,2019-11-29,2019-12-03,
120523,53,10816,30405,2072000,0,2072000,2020-05-25,2020-05-26,
120610,24,11562,36260,2762000,0,2762000,2019-12-11,2019-12-12,
120742,5,11285,78528,6490000,0,6490000,2020-03-24,2020-04-02,
120818,11,13717,55712,88000,0,88000,2019-11-10,2019-11-12,
120942,62,14769,92275,2160000,0,2160000,2020-02-28,2020-03-04,
120995,17,2444,47358,2050000,0,2050000,2019-11-23,2019-11-29,
121056,21,13317,96687,4364000,0,4364000,2020-01-31,2020-02-12,
121102,56,3818,47714,2874000,0,2874000,2020-03-12,2020-03-14,
121348,51,1039,5895,2319000,0,2319000,2020-03-18,2020-03-28,
121365,30,7043,9846,390000,0,390000,2019-11-30,2019-12-04,
121380,63,9269,80530,1580000,0,1580000,2019-12-09,2019-12-19,
121474,41,17711,36895,1050000,0,1050000,2020-03-28,2020-04-10,
121508,49,8084,96871,7350000,1834000,5516000,2020-04-25,2020-05-02,
121574,46,12371,20302,3975000,59400,3915600,2020-05-11,2020-05-13,
121691,25,4606,96302,3068000,0,3068000,2020-05-09,2020-05-20,
121716,34,12089,28393,1673000,0,1673000,2019-12-23,2020-01-05,
121753,67,2328,99928,336000,0,336000,2019-12-01,2019-12-02,
121844,67,3766,74202,2448000,0,2448000,2019-12-12,2019-12-24,
121893,67,13942,70744,3358000,0,3358000,2020-01-06,2020-01-14,
121911,13,17608,58586,2540000,0,2540000,2019-11-09,2019-11-20,
121997,28,7032,51686,3963000,0,3963000,2020-04-07,2020-04-13,
122104,10,3673,91745,351000,0,351000,2019-09-24,2019-10-05,
122137,38,14037,38874,192000,0,192000,2019-12-09,2019-12-22,
122181,58,15357,55516,1377000,0,1377000,2020-03-05,2020-03-15,
122206,56,11611,49103,580000,0,580000,2020-01-22,2020-01-29,
122244,59,875,31592,124000,0,124000,2019-11-01,2019-11-07,
122275,6,14508,14072,2482000,0,2482000,2020-04-30,2020-05-10,
122292,32,1307,59442,1830000,0,1830000,2019-10-09,2019-10-16,
122535,60,8706,62796,2368000,0,2368000,2020-02-21,2020-03-03,
122545,29,17347,77081,3834000,0,3834000,2020-02-18,2020-02-28,
122668,52,2516,7081,429000,0,429000,2020-02-01,2020-02-05,
122773,36,5007,53429,6508000,0,6508000,2020-04-29,2020-05-01,
122801,36,6995,5283,841000,0,841000,2020-03-26,2020-03-27,
122813,18,17042,75019,288000,0,288000,2019-09-17,2019-09-21,
122843,20,12651,44696,3320000,0,3320000,2020-04-30,2020-05-02,
123049,33,2349,166,1201000,0,1201000,2020-03-06,2020-03-15,
123056,13,13731,48175,618000,0,618000,2020-05-27,2020-05-31,
123086,32,3127,46991,693000,0,693000,2019-11-12,2019-11-23,
123131,32,3542,96748,559000,0,559000,2019-11-19,2019-12-03,
123240,37,4001,63029,468000,0,468000,2019-10-07,2019-10-10,
123255,55,2818,81946,1940000,0,1940000,2020-05-16,2020-05-21,
123566,31,16591,29348,3102000,0,3102000,2019-10-29,2019-11-03,
123617,7,4304,170,960000,0,960000,2019-07-22,2019-07-23,
123674,56,4965,58447,3168000,0,3168000,2020-03-30,2020-04-12,
123759,6,219,7460,5940000,0,5940000,2019-10-14,2019-10-21,
123817,67,8579,97183,2128000,0,2128000,2020-03-09,2020-03-18,
123843,39,13530,34878,225000,0,225000,2019-12-03,2019-12-14,
123883,8,1598,8107,1210000,0,1210000,2019-07-31,2019-08-04,
123889,38,16064,34171,1344000,0,1344000,2020-02-11,2020-02-18,
124020,58,618,77217,112000,0,112000,2019-11-03,2019-11-09,
124062,63,2289,606,2380000,0,2380000,2019-08-02,2019-08-03,
124191,40,12624,37135,7111000,0,7111000,2020-05-18,2020-05-31,
124258,39,577,77562,564000,0,564000,2020-01-02,2020-01-04,
124296,43,3272,43748,3252000,0,3252000,2020-02-23,2020-02-24,
124334,59,789,60347,1007000,0,1007000,2020-05-31,2020-06-12,
124424,42,7641,15068,5288000,0,5288000,2019-12-13,2019-12-27,
124492,15,2323,89875,1988000,0,1988000,2020-03-13,2020-03-16,
124577,32,2398,62800,204000,0,204000,2020-03-26,2020-03-29,
124712,11,16670,10851,393000,0,393000,2020-01-26,2020-02-03,
124846,1,5008,83047,760000,0,760000,2019-10-09,2019-10-18,
125271,43,12759,66631,780000,0,780000,2019-11-29,2019-12-10,
125354,16,11438,90317,1482000,0,1482000,2019-12-14,2019-12-22,
125650,37,6652,49792,5091000,0,5091000,2020-04-08,2020-04-11,
125711,67,4705,32239,1474000,0,1474000,2019-09-18,2019-09-25,
125903,68,11646,13910,99000,0,99000,2019-10-21,2019-10-27,
125914,27,9383,96671,2781000,0,2781000,2019-10-12,2019-10-14,
125944,41,9163,83746,4880000,0,4880000,2020-01-24,2020-02-05,
126034,23,8308,12821,736000,0,736000,2020-04-23,2020-05-05,
126044,64,5437,46602,726000,17000,709000,2020-02-19,2020-02-23,
126087,15,4667,17581,3230000,0,3230000,2020-03-14,2020-03-17,
126131,4,5375,37968,774000,0,774000,2019-10-25,2019-10-29,
126182,54,2276,72911,6950000,20000,6930000,2019-10-22,2019-11-02,
126224,14,16694,6137,688000,0,688000,2020-01-20,2020-01-21,
126701,9,16923,61408,42000,0,42000,2019-03-14,2019-03-28,
126702,24,12134,38772,64000,12800,51200,2019-08-24,2019-09-07,
126737,33,8933,10948,2457000,0,2457000,2020-03-22,2020-03-25,
126755,51,15120,59641,28000,0,28000,2019-11-17,2019-11-20,
126846,42,885,40733,720000,0,720000,2019-12-13,2019-12-22,
127108,10,6339,91097,13145000,0,13145000,2020-03-21,2020-03-25,
127164,17,15781,56690,304000,0,304000,2020-01-05,2020-01-06,
127215,29,8303,23412,3718000,0,3718000,2020-04-21,2020-04-27,
127753,67,9535,86941,610000,0,610000,2020-03-14,2020-03-21,
127835,6,8361,2193,896000,0,896000,2019-09-10,2019-09-23,
128202,12,12676,61582,1762000,8000,1754000,2020-02-05,2020-02-09,
128362,3,14283,35006,3017000,0,3017000,2020-03-10,2020-03-19,
128972,59,6142,3121,380000,0,380000,2020-04-13,2020-04-15,
129000,68,2309,36241,3264000,0,3264000,2019-08-21,2019-08-26,
129016,58,13081,63605,600000,0,600000,2019-10-08,2019-10-11,
129143,17,5461,41307,1440000,0,1440000,2019-08-06,2019-08-08,
129352,24,1695,75175,1450000,0,1450000,2019-10-05,2019-10-06,
129357,66,5355,51782,1826000,0,1826000,2020-01-27,2020-02-04,
129578,36,5696,65672,3485000,522750,2962250,2019-08-29,2019-09-08,
129922,17,10747,8437,950000,142500,807500,2019-12-18,2019-12-25,
130009,58,7527,44557,1080000,0,1080000,2019-07-09,2019-07-11,
130195,44,8767,81457,4674000,66000,4608000,2020-05-17,2020-05-23,
130623,53,12751,67798,3762000,0,3762000,2020-05-29,2020-05-30,
130629,44,1493,50150,1760000,0,1760000,2020-02-24,2020-03-02,
130665,28,964,46910,66000,0,66000,2019-08-27,2019-08-31,
130698,49,8013,596,396000,0,396000,2019-11-15,2019-11-25,
130792,19,4440,23863,1466000,0,1466000,2019-08-18,2019-08-26,
131171,30,2636,21336,980000,0,980000,2020-03-05,2020-03-15,
131226,26,2001,87466,48000,7200,40800,2019-10-20,2019-10-27,
131807,5,845,38932,415000,0,415000,2019-12-29,2020-01-05,
131866,63,3044,47102,318000,0,318000,2019-04-02,2019-04-07,
132065,2,9567,72482,600000,0,600000,2019-12-01,2019-12-11,
132219,63,1587,56973,1009000,12800,996200,2020-05-25,2020-05-30,
132220,29,8921,10851,81000,0,81000,2020-04-22,2020-04-23,
132243,26,869,18362,600000,0,600000,2019-10-08,2019-10-20,
132328,25,7689,5896,1568000,0,1568000,2020-03-07,2020-03-16,
132780,54,4883,75057,117000,0,117000,2020-03-27,2020-04-10,
132999,27,11,36864,1030000,0,1030000,2020-03-07,2020-03-11,
133095,46,11565,87403,1591000,25600,1565400,2020-03-21,2020-03-30,
133233,24,11479,3805,184000,0,184000,2020-03-04,2020-03-15,
133474,21,17319,5702,200000,0,200000,2020-03-04,2020-03-07,
133537,27,13941,27865,377000,0,377000,2020-02-11,2020-02-22,
133597,4,16095,23490,1020000,0,1020000,2020-03-18,2020-03-21,
133690,29,15269,99952,11579000,0,11579000,2020-02-12,2020-02-26,
133715,18,16880,14008,9539000,0,9539000,2020-05-28,2020-06-07,
133746,65,7336,20226,1055000,0,1055000,2019-06-07,2019-06-19,
133905,34,1030,63082,125000,25000,100000,2020-03-26,2020-04-05,
133919,7,14596,84678,3353000,0,3353000,2020-05-13,2020-05-14,
133997,24,14442,44630,754000,0,754000,2020-05-26,2020-06-01,
134034,12,218,79774,924000,116100,807900,2020-04-21,2020-04-28,
134192,6,2475,96395,725000,0,725000,2020-01-13,2020-01-21,
134262,24,12272,85592,7979000,0,7979000,2020-05-25,2020-06-06,
134333,48,10468,7989,4864000,0,4864000,2019-09-22,2019-09-26,
134350,62,12939,21058,702000,0,702000,2019-08-23,2019-09-04,
134397,65,8569,47171,1152000,0,1152000,2019-11-09,2019-11-21,
134782,2,8783,28609,693000,0,693000,2019-10-28,2019-11-07,
134784,48,8884,43914,2961000,0,2961000,2020-04-24,2020-05-05,
134913,64,9909,85890,1725000,0,1725000,2020-01-07,2020-01-19,
134987,7,7151,52953,850000,0,850000,2020-05-27,2020-06-09,
135046,14,8611,94992,1293000,0,1293000,2019-11-17,2019-11-29,
135138,22,14931,59117,550000,0,550000,2019-09-12,2019-09-19,
135305,7,4026,61362,402000,0,402000,2020-03-13,2020-03-18,
135374,17,3047,8894,1030000,0,1030000,2020-04-25,2020-05-03,
135703,9,5390,59950,1342000,0,1342000,2020-04-17,2020-04-30,
135766,36,17353,6034,184000,0,184000,2020-01-29,2020-02-01,
135840,45,1116,8437,996000,0,996000,2019-12-11,2019-12-22,
135854,57,15146,72163,5135000,0,5135000,2020-04-01,2020-04-14,
136006,44,470,9417,657000,0,657000,2020-04-18,2020-04-20,
136039,58,16141,52346,634000,0,634000,2019-07-23,2019-07-29,
136145,52,7251,24945,448000,0,448000,2019-12-13,2019-12-25,
136187,10,12046,24322,82000,0,82000,2019-11-23,2019-12-06,
136408,69,16582,70834,2340000,0,2340000,2020-04-28,2020-04-30,
136942,37,12264,64628,220000,0,220000,2020-05-17,2020-05-27,
137097,31,6113,82,852000,0,852000,2019-07-31,2019-08-03,
137320,17,14380,50577,78000,0,78000,2019-10-29,2019-11-11,
137392,41,14482,85021,546000,0,546000,2020-02-24,2020-03-03,
137474,68,5152,80242,40000,0,40000,2019-12-11,2019-12-21,
137530,59,4862,40641,7252000,0,7252000,2020-04-24,2020-05-07,
137589,29,17879,19116,11073000,0,11073000,2020-05-21,2020-06-04,
137701,61,16164,83871,1990000,0,1990000,2019-11-10,2019-11-21,
137767,41,11852,66848,260000,0,260000,2019-07-26,2019-08-06,
137917,30,427,19647,926000,0,926000,2020-05-08,2020-05-19,
138039,24,987,90491,10563000,0,10563000,2020-03-04,2020-03-06,
138092,5,6133,39442,82000,0,82000,2019-09-23,2019-09-26,
138798,64,15462,6034,665000,0,665000,2019-07-29,2019-08-08,
138830,50,13403,96434,1634000,0,1634000,2020-01-19,2020-01-25,
138968,8,6121,46425,462000,0,462000,2019-11-20,2019-11-26,
138990,46,11556,31950,2912000,0,2912000,2020-05-23,2020-06-01,
139505,21,1717,9477,1525000,0,1525000,2019-09-03,2019-09-06,
139517,39,3582,13968,552000,0,552000,2020-04-14,2020-04-23,
139619,29,10844,40510,6312000,0,6312000,2020-05-25,2020-06-01,
139637,69,9086,84034,480000,0,480000,2019-10-10,2019-10-16,
139646,41,14755,95853,4492000,0,4492000,2020-05-21,2020-05-27,
139775,8,5659,48956,1204000,0,1204000,2019-11-25,2019-11-27,
140247,53,5724,68969,1113000,0,1113000,2020-04-28,2020-05-10,
140336,25,12203,97922,3180000,0,3180000,2020-05-25,2020-06-03,
140647,50,3905,76371,1175000,0,1175000,2020-04-30,2020-05-10,
140821,67,2545,13137,5298000,0,5298000,2020-02-22,2020-02-28,
140956,60,3829,29925,716000,0,716000,2019-11-23,2019-11-27,
141092,2,686,11974,162000,0,162000,2019-12-26,2020-01-03,
141115,42,15734,69296,5121000,0,5121000,2020-05-09,2020-05-10,
141202,22,16202,8181,789000,0,789000,2019-11-06,2019-11-11,
141351,10,717,90275,7309000,0,7309000,2020-03-20,2020-03-29,
141379,68,3109,92635,1152000,232500,919500,2019-07-25,2019-07-29,
141497,47,8362,17132,2742000,0,2742000,2019-11-09,2019-11-16,
141557,38,14422,71930,180000,0,180000,2020-02-04,2020-02-06,
141695,6,1276,80411,120000,0,120000,2019-05-13,2019-05-20,
141703,5,13837,96504,4242000,0,4242000,2020-03-03,2020-03-04,
141706,2,10005,15550,84000,0,84000,2019-06-19,2019-06-26,
141783,25,15580,49694,1185000,0,1185000,2019-06-08,2019-06-10,
141784,44,13212,52460,323000,0,323000,2019-09-11,2019-09-22,
141785,32,1191,76848,1660000,10800,1649200,2020-05-19,2020-06-02,
142000,45,887,42323,910000,0,910000,2020-01-09,2020-01-17,
142464,8,1235,10844,3496000,0,3496000,2019-05-28,2019-06-11,
142525,55,12625,23151,360000,0,360000,2019-10-30,2019-11-04,
142543,50,8207,51831,8732000,0,8732000,2019-12-10,2019-12-19,
142564,63,4382,93187,672000,100800,571200,2019-10-05,2019-10-06,
142814,19,7051,55515,354000,0,354000,2019-11-28,2019-12-08,
143083,27,13581,70990,578000,0,578000,2019-12-28,2020-01-09,
143094,20,14685,85918,1060000,0,1060000,2019-11-11,2019-11-22,
143158,43,17548,54961,764000,0,764000,2020-05-30,2020-06-01,
143178,48,2132,67218,6177000,0,6177000,2020-05-16,2020-05-24,
143246,38,10531,38773,3708000,0,3708000,2020-03-18,2020-03-31,
143310,60,4534,28052,533000,0,533000,2019-08-14,2019-08-16,
143387,17,13094,25643,831000,0,831000,2020-01-12,2020-01-26,
143806,69,15321,91832,3092000,0,3092000,2020-04-22,2020-05-02,
143876,63,8167,6633,1834000,0,1834000,2019-10-01,2019-10-08,
143997,10,1501,32811,9436000,0,9436000,2020-05-30,2020-06-01,
144123,45,3880,91874,502000,0,502000,2020-03-23,2020-04-03,
144334,21,4417,86306,448000,112000,336000,2019-10-21,2019-11-02,
144668,1,16876,48333,2481000,337500,2143500,2019-09-04,2019-09-10,
145007,54,11370,6679,1064000,0,1064000,2020-04-24,2020-04-26,
145086,57,8661,88236,1014000,0,1014000,2019-12-25,2019-12-30,
145178,3,6742,68877,40000,0,40000,2019-09-29,2019-10-11,
145210,68,6193,4598,478000,46200,431800,2020-05-23,2020-05-26,
145267,54,7536,21065,3420000,340400,3079600,2019-10-15,2019-10-29,
145308,59,10861,37470,1875000,0,1875000,2020-04-29,2020-05-09,
145352,1,8017,80426,779000,0,779000,2020-02-17,2020-03-02,
145362,4,8477,67863,1830000,0,1830000,2019-10-15,2019-10-23,
145376,50,210,5763,1435000,49000,1386000,2020-03-31,2020-04-02,
145389,5,3433,77592,54000,0,54000,2019-10-28,2019-11-09,
145420,53,7960,37434,484000,0,484000,2019-07-14,2019-07-25,
145529,39,16399,170,1958000,0,1958000,2020-01-10,2020-01-16,
145843,55,12117,81468,625000,0,625000,2020-01-21,2020-01-27,
145848,5,17037,4134,3019000,0,3019000,2020-05-29,2020-06-08,
145885,20,7720,72955,1375000,0,1375000,2019-07-01,2019-07-15,
145932,58,2008,54859,336000,0,336000,2019-07-28,2019-08-06,
146072,42,16812,37991,3852000,0,3852000,2019-11-10,2019-11-20,
146077,30,11737,87430,6077000,0,6077000,2020-04-28,2020-05-10,
146240,28,4294,27827,60000,0,60000,2019-06-16,2019-06-24,
146309,57,6228,97827,8920000,0,8920000,2020-01-13,2020-01-17,
146356,22,17229,2674,3630000,0,3630000,2020-05-13,2020-05-20,
146368,11,10022,10105,298000,0,298000,2020-01-25,2020-01-30,
146384,26,8022,86448,399000,0,399000,2019-11-09,2019-11-15,
146599,52,7582,76312,5210000,0,5210000,2020-04-13,2020-04-22,
146732,33,1200,13258,1287000,0,1287000,2019-06-11,2019-06-13,
146930,69,12711,17654,408000,0,408000,2019-11-21,2019-12-05,
147013,6,3045,66707,360000,0,360000,2019-02-24,2019-03-03,
147266,11,14787,27328,7271000,0,7271000,2020-03-18,2020-03-20,
147319,53,10832,89355,160000,0,160000,2019-12-02,2019-12-03,
147393,40,7639,75959,1032000,0,1032000,2020-05-13,2020-05-16,
147898,28,8000,76375,882000,0,882000,2020-02-18,2020-02-25,
147943,54,3580,62430,132000,0,132000,2019-09-22,2019-10-03,
148327,46,2668,57638,3084000,0,3084000,2019-11-02,2019-11-14,
148490,27,5988,31606,248000,0,248000,2019-07-28,2019-08-02,
148840,22,12995,27770,357000,0,357000,2019-12-18,2019-12-29,
148907,15,13016,93419,794000,95200,698800,2019-11-24,2019-11-30,
149004,38,2957,38378,1176000,0,1176000,2019-08-31,2019-09-09,
149047,6,14026,67461,1260000,0,1260000,2019-08-06,2019-08-09,
149235,30,3143,19534,215000,0,215000,2019-12-07,2019-12-21,
149374,34,13491,21951,1282000,0,1282000,2019-10-17,2019-10-29,
149456,56,14198,17620,92000,0,92000,2019-09-11,2019-09-15,
149511,36,14730,46769,703000,0,703000,2019-09-02,2019-09-12,
149580,21,2559,87550,736000,0,736000,2020-03-11,2020-03-19,
149602,2,8420,86056,620000,0,620000,2020-04-12,2020-04-21,
149734,55,9914,73744,2437000,40000,2397000,2020-03-09,2020-03-16,
149769,13,14861,74840,68000,0,68000,2020-05-11,2020-05-14,
149773,17,9070,83878,380000,0,380000,2020-02-29,2020-03-06,
149789,26,9819,50531,779000,17100,761900,2019-12-21,2019-12-24,
149906,17,8724,69408,1764000,0,1764000,2020-04-20,2020-05-02,
150004,69,16594,10307,6972000,0,6972000,2020-05-15,2020-05-21,
150204,33,1454,58001,835000,200000,635000,2020-03-18,2020-03-26,
150217,46,2779,80852,880000,0,880000,2019-09-27,2019-09-30,
150233,6,4176,7249,5780000,0,5780000,2019-12-13,2019-12-22,
150373,44,14252,18228,4962000,0,4962000,2020-03-18,2020-03-27,
150609,63,9189,59935,2092000,0,2092000,2019-06-20,2019-06-21,
150727,33,16282,75480,6240000,513000,5727000,2020-01-26,2020-02-02,
150810,58,15833,2131,2112000,0,2112000,2020-05-04,2020-05-06,
151024,26,8396,74487,1760000,0,1760000,2020-04-22,2020-04-23,
151144,27,10646,86784,150000,0,150000,2019-07-08,2019-07-16,
151156,29,5130,80421,75000,0,75000,2019-12-22,2019-12-27,
151381,30,16135,45944,1188000,178200,1009800,2019-12-09,2019-12-19,
151551,53,17195,19370,4719000,0,4719000,2019-10-04,2019-10-06,
151644,34,12636,97539,2380000,0,2380000,2019-06-11,2019-06-23,
151667,43,16033,40381,2960000,60000,2900000,2020-02-06,2020-02-16,
151668,10,8762,52318,4518000,0,4518000,2020-03-08,2020-03-22,
151784,54,17318,77451,1447000,0,1447000,2019-12-14,2019-12-24,
151834,24,6231,33986,2668000,39000,2629000,2020-05-25,2020-06-02,
151892,19,8306,56027,2349000,0,2349000,2020-01-28,2020-02-02,
152023,46,14950,91621,608000,0,608000,2019-12-10,2019-12-19,
152132,63,10881,63816,1280000,0,1280000,2020-01-15,2020-01-18,
152405,42,6945,25598,6632000,0,6632000,2020-03-30,2020-04-08,
152838,68,6422,68652,1120000,0,1120000,2019-09-08,2019-09-17,
153080,20,15562,89266,3528000,150000,3378000,2020-03-24,2020-03-26,
153096,39,3832,14248,1196000,0,1196000,2019-11-10,2019-11-11,
153100,66,12144,26214,1266000,0,1266000,2019-12-02,2019-12-04,
153189,66,4926,23151,3213000,0,3213000,2020-04-29,2020-05-01,
153272,16,10446,60886,4517000,0,4517000,2020-05-29,2020-06-11,
153390,47,1014,62900,623000,0,623000,2020-03-10,2020-03-21,
153623,4,12415,50321,14023000,39200,13983800,2020-04-21,2020-04-29,
153772,50,8126,1247,278000,0,278000,2020-03-23,2020-04-02,
154035,60,15181,87043,108000,0,108000,2019-11-11,2019-11-17,
154065,11,7274,84222,1542000,0,1542000,2020-01-02,2020-01-07,
154080,46,12107,40240,140000,0,140000,2019-12-10,2019-12-12,
154245,4,4153,282,2280000,0,2280000,2019-10-24,2019-10-27,
154364,20,3368,56821,1804000,0,1804000,2019-12-21,2019-12-25,
154583,33,1273,35576,4780000,226200,4553800,2020-05-09,2020-05-22,
154628,17,6465,52277,5300000,0,5300000,2019-12-10,2019-12-23,
154690,40,9783,56964,2044000,0,2044000,2020-05-09,2020-05-14,
154799,27,482,14427,126000,0,126000,2020-01-02,2020-01-12,
154995,9,494,15538,586000,0,586000,2020-05-20,2020-05-25,
155153,38,15419,6319,90000,0,90000,2019-11-04,2019-11-14,
155297,30,15175,93822,174000,0,174000,2019-07-06,2019-07-11,
155509,50,1865,63890,2175000,0,2175000,2019-05-08,2019-05-19,
155510,58,9434,89910,90000,0,90000,2019-09-22,2019-09-30,
155521,61,526,27046,3000000,216000,2784000,2019-12-23,2019-12-29,
155609,50,2517,2739,299000,0,299000,2020-02-22,2020-02-29,
155797,8,14305,65408,1410000,0,1410000,2020-01-19,2020-01-31,
155872,46,16799,41516,8610000,0,8610000,2019-08-19,2019-08-22,
155876,17,12855,14991,352000,0,352000,2019-05-04,2019-05-08,
155975,11,12936,79419,4884000,0,4884000,2019-09-28,2019-10-01,
155994,9,14162,12227,501000,0,501000,2019-11-28,2019-12-04,
156498,34,13888,619,525000,0,525000,2020-03-13,2020-03-20,
156606,49,6947,17481,1254000,0,1254000,2020-02-28,2020-03-10,
156790,67,2959,63522,1638000,0,1638000,2020-02-03,2020-02-04,
156880,55,14691,21094,1260000,0,1260000,2019-09-03,2019-09-13,
156883,34,15070,66451,1078000,0,1078000,2019-07-30,2019-08-07,
156923,28,14141,29778,6856000,0,6856000,2020-04-17,2020-04-24,
